published_date,Date,title,link
2013-01-11T08:00:00+00:00,1/11/2013,Apple Blocks Java 7 Plug-in on OS X to Address...,https://www.macrumors.com/2013/01/11/apple-blo...
2013-01-12T08:00:00+00:00,1/12/2013,Apple Does 1 Thing Other Companies Don't Do - ...,https://www.forbes.com/sites/kenkrogue/2013/01...
2013-01-13T08:00:00+00:00,1/13/2013,How Apple sets its prices - Macworld,https://www.macworld.com/article/220085/how-ap...
2013-01-13T08:00:00+00:00,1/13/2013,"Car drives into Apple store in Lincoln Park, 1...",https://www.chicagotribune.com/news/breaking/c...
2013-01-14T08:00:00+00:00,1/14/2013,How Afghan Amateur Mappers Unintentionally Pun...,https://www.undispatch.com/how-afghan-mappers-...
2013-01-14T08:00:00+00:00,1/14/2013,Apple sinks below $500 on report of weak deman...,https://www.usatoday.com/story/money/markets/2...
2013-01-14T08:00:00+00:00,1/14/2013,"Apple Thunderbolt Display inventory dwindles, ...",https://appleinsider.com/articles/13/01/14/thu...
2013-01-14T08:00:00+00:00,1/14/2013,Has Apple's innovation engine stalled? - USA T...,https://www.usatoday.com/story/tech/2013/01/14...
2013-01-15T08:00:00+00:00,1/15/2013,"Jerry McDougal, Apple VP of Retail, Departs Ap...",https://www.macrumors.com/2013/01/15/jerry-mcd...
2013-01-15T08:00:00+00:00,1/15/2013,Why China loves Apple - CNN,https://www.cnn.com/2013/01/15/opinion/chiang-...
2013-01-15T08:00:00+00:00,1/15/2013,"How Apple Keeps Prices High, Even at Best Buy ...",https://www.gottabemobile.com/how-apple-keeps-...
2013-01-15T08:00:00+00:00,1/15/2013,Apple's 2013 Product Roadmap Predictions: Mult...,https://www.macrumors.com/2013/01/16/apples-20...
2013-01-15T08:00:00+00:00,1/15/2013,Apple gets patent on its touted trackpad desig...,https://www.theverge.com/2013/1/15/3879224/app...
2013-01-15T08:00:00+00:00,1/15/2013,Apple wins patent for glass-on-metal trackpad ...,https://appleinsider.com/articles/13/01/15/app...
2013-01-16T08:00:00+00:00,1/16/2013,iOS games chafe under Apple's directions: 'If ...,https://www.theverge.com/2013/1/16/3879194/app...
2013-01-16T08:00:00+00:00,1/16/2013,Apple Dilemma: Does Everyone Already Have an i...,https://www.cnbc.com/id/100385241
2013-01-17T08:00:00+00:00,1/17/2013,30 years of the Apple Lisa and the Apple IIe -...,https://www.macworld.com/article/220136/30-yea...
2013-01-17T08:00:00+00:00,1/17/2013,Rolling Stone debuts in Apple's iPad Newsstand...,https://appleinsider.com/articles/13/01/17/rol...
2013-01-18T08:00:00+00:00,1/18/2013,Introducing Apple's Dumbest Customers - Forbes,https://www.forbes.com/sites/brettnelson/2013/...
2013-01-19T08:00:00+00:00,1/19/2013,How Apple used its money and muscle to kill an...,https://www.zdnet.com/article/how-apple-used-i...
2013-01-20T08:00:00+00:00,1/20/2013,Apple Rumored to Debut 4.8-Inch 'iPhone Math' ...,https://www.macrumors.com/2013/01/20/apple-rum...
2013-01-21T08:00:00+00:00,1/21/2013,Review: Apple's new 21.5-in. iMac - Computerworld,https://www.computerworld.com/article/2494366/...
2013-01-22T08:00:00+00:00,1/22/2013,Apple iPhone 'Math' and other models rumored -...,https://www.washingtonpost.com/business/techno...
2013-01-22T08:00:00+00:00,1/22/2013,hipKey Proximity Sensor for iOS Devices Now Av...,https://www.macrumors.com/2013/01/22/hipkey-pr...
2013-01-22T08:00:00+00:00,1/22/2013,Apple to open Indonesia store in developing ma...,https://www.zdnet.com/article/apple-to-open-in...
2013-01-23T08:00:00+00:00,1/23/2013,The secret of Apple's design success: the huma...,https://www.macworld.com/article/220189/the-se...
2013-01-23T08:00:00+00:00,1/23/2013,"iPhone, iPad sales up, Macs fall as Apple sees...",https://www.macworld.com/article/220194/iphone...
2013-01-23T08:00:00+00:00,1/23/2013,"Apple’s Profits Are Flat, and Stock Drops - Th...",https://www.nytimes.com/2013/01/24/technology/...
2013-01-23T08:00:00+00:00,1/23/2013,Apple misses iPhone forecasts; shares skid 10%...,https://www.usatoday.com/story/tech/2013/01/23...
2013-01-23T08:00:00+00:00,1/23/2013,Apple posts record earnings for Q1 2013: $13.1...,https://www.theverge.com/2013/1/23/3908330/app...
2013-01-23T08:00:00+00:00,1/23/2013,Apple’s Q1 2013 Breaks iPhone And iPad Sales R...,https://techcrunch.com/2013/01/23/apple13q1-ip...
2013-01-23T08:00:00+00:00,1/23/2013,"Apple Now Has $137.1 Billion In Cash, More Tha...",https://techcrunch.com/2013/01/23/apple-now-ha...
2013-01-23T08:00:00+00:00,1/23/2013,Apple’s cash hoard reaches $137 billion - Vent...,https://venturebeat.com/2013/01/23/apples-cash...
2013-01-23T08:00:00+00:00,1/23/2013,Apple’s Mixed Q1 2013: Revenue Up 17.7% to $54...,https://techcrunch.com/2013/01/23/apple-q1-201...
2013-01-23T08:00:00+00:00,1/23/2013,Apple sees 2 billion iMessages sent daily from...,https://appleinsider.com/articles/13/01/23/app...
2013-01-23T08:00:00+00:00,1/23/2013,"Apple sells 48 million iPhones, but profit squ...",https://money.cnn.com/2013/01/23/technology/ap...
2013-01-23T08:00:00+00:00,1/23/2013,"Apple’s Record First Quarter Of 2013, In Chart...",https://techcrunch.com/2013/01/23/apples-recor...
2013-01-23T08:00:00+00:00,1/23/2013,These Charts Tell You Exactly How and Where Ap...,https://www.theatlantic.com/business/archive/2...
2013-01-24T08:00:00+00:00,1/24/2013,"Apple to spend $10 billion on innovation, expa...",https://appleinsider.com/articles/13/01/24/app...
2013-01-24T08:00:00+00:00,1/24/2013,Apple (AAPL) Shares Close Down 12 Percent on S...,https://abcnews.go.com/Business/aapl-apple-sha...
2013-01-24T08:00:00+00:00,1/24/2013,Three Things Apple Must Do to Regain Its Momen...,https://www.forbes.com/sites/darcytravlos/2013...
2013-01-24T08:00:00+00:00,1/24/2013,Apple stock plunges 12% - CNN.com,https://money.cnn.com/2013/01/24/investing/app...
2013-01-24T08:00:00+00:00,1/24/2013,Apple posts record breaking financial results ...,https://www.gsmarena.com/apple_posts_record_br...
2013-01-24T08:00:00+00:00,1/24/2013,What's Wrong With Apple? It's Not What You Thi...,https://www.cnbc.com/id/100405309
2013-01-24T08:00:00+00:00,1/24/2013,The Apple Store's Distinctive Design & Layout ...,https://www.patentlyapple.com/patently-apple/2...
2013-01-25T08:00:00+00:00,1/25/2013,Child labour uncovered in Apple's supply chain...,https://www.theguardian.com/technology/2013/ja...
2013-01-25T08:00:00+00:00,1/25/2013,"Apple: Designed in California, made in China? ...",https://www.washingtonpost.com/blogs/innovatio...
2013-01-25T08:00:00+00:00,1/25/2013,Apple Relocating Tokyo HQ to Roppongi Hills - ...,https://www.macrumors.com/2013/01/25/apple-rel...
2013-01-25T08:00:00+00:00,1/25/2013,Tim Cook is absolutely right. Apple must embra...,https://qz.com/47728/tim-cook-is-absolutely-ri...
2013-01-25T08:00:00+00:00,1/25/2013,Apple Adds 'App Store Notes' to Featured Apps ...,https://www.macrumors.com/2013/01/25/apple-add...
2013-01-25T08:00:00+00:00,1/25/2013,Apple Details Suppliers' Environmental Violati...,https://www.environmentalleader.com/2013/01/ap...
2013-01-25T08:00:00+00:00,1/25/2013,Apple cuts ties with supplier after audit reve...,https://www.theverge.com/2013/1/25/3914252/app...
2013-01-27T08:00:00+00:00,1/27/2013,Apple ready to release additional iPad model; ...,https://9to5mac.com/2013/01/27/apple-ready-to-...
2013-01-27T08:00:00+00:00,1/27/2013,"Apple Stock Isn’t a Bellwether, Even if It’s B...",https://www.nytimes.com/2013/01/27/your-money/...
2013-01-28T08:00:00+00:00,1/28/2013,What might an Apple landline phone look like? ...,https://www.macworld.com/article/220223/what-m...
2013-01-28T08:00:00+00:00,1/28/2013,Trademark Awarded to Apple Retail Stores - Arc...,https://www.archdaily.com/324934/trademark-awa...
2013-01-29T08:00:00+00:00,1/29/2013,Apple Increases iPad with Retina Display to 12...,https://www.apple.com/newsroom/2013/01/29Apple...
2013-01-29T08:00:00+00:00,1/29/2013,Why Do Americans Hate Android And Love Apple? ...,https://readwrite.com/why-do-americans-hate-an...
2013-01-29T08:00:00+00:00,1/29/2013,"Apple still strong on campus, but Android chip...",https://www.usatoday.com/story/tech/2013/01/29...
2013-01-29T08:00:00+00:00,1/29/2013,Has Apple finally abandoned its sad claim to t...,https://www.theverge.com/2013/1/29/3928554/app...
2013-01-29T08:00:00+00:00,1/29/2013,Apple Versus the Strategy Professors - HBR.org...,https://hbr.org/2013/01/apple-versus-the-strat...
2013-01-29T08:00:00+00:00,1/29/2013,The little-known Apple Lisa: Five quirks and o...,https://www.macworld.com/article/220228/the-li...
2013-01-29T08:00:00+00:00,1/29/2013,Apple Debuts 128GB Fourth Generation Retina iP...,https://techcrunch.com/2013/01/29/apple-debuts...
2013-01-29T08:00:00+00:00,1/29/2013,The Stickiness of iOS Makes It Tough for Apple...,https://allthingsd.com/20130129/the-stickiness...
2013-01-30T08:00:00+00:00,1/30/2013,Apple successfully trademarks Apple Store desi...,https://appleinsider.com/articles/13/01/30/app...
2013-01-30T08:00:00+00:00,1/30/2013,"Why Wall Street Loves Amazon, Not Apple - Forbes",https://www.forbes.com/sites/petercohan/2013/0...
2013-01-30T08:00:00+00:00,1/30/2013,Why you might not need Apple's 128GB iPad - CNN,https://www.cnn.com/2013/01/29/tech/gaming-gad...
2013-01-31T08:00:00+00:00,1/31/2013,Apple Reportedly Discontinuing Mac Pro Sales I...,https://techcrunch.com/2013/01/31/apple-report...
2013-02-01T08:00:00+00:00,2/1/2013,Apple now biggest US phone seller (Update) - P...,https://phys.org/news/2013-02-apple-biggest-se...
2013-02-04T08:00:00+00:00,2/4/2013,Apple Debuts New AppStore.com Vanity URLs For ...,https://techcrunch.com/2013/02/03/apple-debuts...
2013-02-04T08:00:00+00:00,2/4/2013,GarageBand 101: Using Apple loops to help song...,https://gigaom.com/2013/02/04/garageband-101-u...
2013-02-04T08:00:00+00:00,2/4/2013,Editorial: Is that Kevin Spacey behind all tho...,https://www.engadget.com/2013-02-04-editorial-...
2013-02-05T08:00:00+00:00,2/5/2013,Apple And Netflix Team Up For Unofficial Produ...,https://www.forbes.com/sites/benzingainsights/...
2013-02-05T08:00:00+00:00,2/5/2013,Apple Product Placement Reaches New Heights in...,https://www.macrumors.com/2013/02/05/apple-pro...
2013-02-05T08:00:00+00:00,2/5/2013,Hidden iOS 6.1 icons fuel speculation over App...,https://www.theverge.com/2013/2/5/3953862/radi...
2013-02-05T08:00:00+00:00,2/5/2013,Apple wins exhaustive fourth-generation iPod s...,https://appleinsider.com/articles/13/02/05/app...
2013-02-05T08:00:00+00:00,2/5/2013,"Apple wins design patents for slide-to-unlock,...",https://www.cnet.com/news/apple-wins-design-pa...
2013-02-06T08:00:00+00:00,2/6/2013,iTunes Store Sets New Record with 25 Billion S...,https://www.apple.com/newsroom/2013/02/06iTune...
2013-02-06T08:00:00+00:00,2/6/2013,How Past Apple Leaks Predict Future Products -...,https://www.fastcompany.com/3005509/how-past-a...
2013-02-06T08:00:00+00:00,2/6/2013,Apple Announces 25 Billion Songs Sold in iTune...,https://www.macrumors.com/2013/02/06/apple-ann...
2013-02-06T08:00:00+00:00,2/6/2013,Apple sticks with jailbreaking-is-evil warning...,https://www.computerworld.com/article/2494626/...
2013-02-06T08:00:00+00:00,2/6/2013,Apple to allegedly lose rights to the iPhone n...,https://www.gsmarena.com/apple_to_allegedly_lo...
2013-02-06T08:00:00+00:00,2/6/2013,Vintage Apple products to be shown at pop-up m...,https://appleinsider.com/articles/13/02/06/vin...
2013-02-06T08:00:00+00:00,2/6/2013,Apple secures patent on iPhone's slide-to-unlo...,https://www.zdnet.com/article/apple-secures-pa...
2013-02-07T08:00:00+00:00,2/7/2013,5 fun facts about iTunes' 25 billionth song - CNN,https://www.cnn.com/2013/02/06/tech/mobile/25-...
2013-02-07T08:00:00+00:00,2/7/2013,Apple under pressure on $137bn cash pile - Fin...,https://www.ft.com/content/b4171642-7136-11e2-...
2013-02-07T08:00:00+00:00,2/7/2013,Apple's 'disappointing' quarter still outperfo...,https://appleinsider.com/articles/13/02/07/app...
2013-02-08T08:00:00+00:00,2/8/2013,4 Big Reasons People Love to Hate Apple – The ...,https://www.macobserver.com/tmo/article/4-big-...
2013-02-10T08:00:00+00:00,2/10/2013,Disruptions: Apple Is Said to Be Developing a ...,https://bits.blogs.nytimes.com/2013/02/10/disr...
2013-02-10T08:00:00+00:00,2/10/2013,Samsung Challenges Apple’s Cool Factor - The N...,https://www.nytimes.com/2013/02/11/technology/...
2013-02-10T08:00:00+00:00,2/10/2013,15 things Apple could buy with its $137B cash ...,https://www.zdnet.com/pictures/15-things-apple...
2013-02-10T08:00:00+00:00,2/10/2013,Apple is 'experimenting' with curved glass sma...,https://www.theverge.com/2013/2/10/3973364/app...
2013-02-10T08:00:00+00:00,2/10/2013,The countdown to an Apple iWatch - Financial T...,https://www.ft.com/content/b20608ff-0d69-355a-...
2013-02-11T08:00:00+00:00,2/11/2013,Apple 'iWatch': Speculation and wish lists - T...,https://www.washingtonpost.com/business/techno...
2013-02-11T08:00:00+00:00,2/11/2013,Apple Reportedly Developing A Curved Glass Sma...,https://techcrunch.com/2013/02/10/apple-report...
2013-02-11T08:00:00+00:00,2/11/2013,Has Apple Finished Disrupting Markets? | TIME....,https://techland.time.com/2013/02/11/has-apple...
2013-02-11T08:00:00+00:00,2/11/2013,UC Irvine says Apple's iPad helped students sc...,https://appleinsider.com/articles/13/02/11/uc-...
2013-02-12T08:00:00+00:00,2/12/2013,"Apple Doesn’t Care, That’s Why It’s Winning - ...",https://techcrunch.com/2013/02/12/nasty-crazy-...
2013-02-12T08:00:00+00:00,2/12/2013,Report: Apple working on an 'iWatch' - CNN,https://www.cnn.com/2013/02/11/tech/mobile/app...
2013-02-12T08:00:00+00:00,2/12/2013,Google Could Pay Apple $1 Billion Next Year To...,https://techcrunch.com/2013/02/12/google-to-pa...
2013-02-12T08:00:00+00:00,2/12/2013,Tim Cook: Apple's culture of innovation refuse...,https://appleinsider.com/articles/13/02/12/coo...
2013-02-12T08:00:00+00:00,2/12/2013,Apple Continues To Dominate Mobile Video Viewi...,https://techcrunch.com/2013/02/12/apple-contin...
2013-02-12T08:00:00+00:00,2/12/2013,Tim Cook: Here's What Makes Apple Significantl...,https://www.businessinsider.com/tim-cook-heres...
2013-02-12T08:00:00+00:00,2/12/2013,Tim Cook Talks Up Apple Software And Services:...,https://techcrunch.com/2013/02/12/tim-cook-tal...
2013-02-12T08:00:00+00:00,2/12/2013,"Apple still has 'magic,' innovation, says CEO ...",https://phys.org/news/2013-02-apple-magic-ceo-...
2013-02-12T08:00:00+00:00,2/12/2013,"Tim Cook says Apple's executive team at ""the v...",https://appleinsider.com/articles/13/02/12/tim...
2013-02-13T08:00:00+00:00,2/13/2013,Apple Updates Processors & Prices of MacBook P...,https://www.apple.com/newsroom/2013/02/13Apple...
2013-02-13T08:00:00+00:00,2/13/2013,More than a watch: Apple's entry into wearable...,https://www.cnn.com/2013/02/13/tech/innovation...
2013-02-13T08:00:00+00:00,2/13/2013,Nokia rumored to join Apple in dumping Samsung...,https://appleinsider.com/articles/13/02/13/nok...
2013-02-13T08:00:00+00:00,2/13/2013,Why Is Apple Stock Falling Down? - Forbes,https://www.forbes.com/sites/quora/2013/02/13/...
2013-02-13T08:00:00+00:00,2/13/2013,Cold water poured on report of Apple TV-relate...,https://appleinsider.com/articles/13/02/13/col...
2013-02-13T08:00:00+00:00,2/13/2013,"Apple cuts MacBook Pro, Air prices as much as ...",https://www.computerworld.com/article/2494983/...
2013-02-13T08:00:00+00:00,2/13/2013,MythPuffers: Can Eating An Apple Bong Get You ...,https://nyulocal.com/mythpuffers-can-eating-an...
2013-02-13T08:00:00+00:00,2/13/2013,"iPhone brand belongs to local company, not App...",https://www.mercurynews.com/2013/02/13/iphone-...
2013-02-14T08:00:00+00:00,2/14/2013,Apple’s Next Innovation: TV - MIT Technology R...,https://www.technologyreview.com/2013/02/14/17...
2013-02-14T08:00:00+00:00,2/14/2013,Apple to give shareholders another $2.5 billio...,https://appleinsider.com/articles/13/02/13/app...
2013-02-14T08:00:00+00:00,2/14/2013,Apple Invents New Robotic Arm Finishing System...,https://www.patentlyapple.com/patently-apple/2...
2013-02-14T08:00:00+00:00,2/14/2013,Staples Executives Confirm Stores Will Begin S...,https://www.macrumors.com/2013/02/15/staples-e...
2013-02-14T08:00:00+00:00,2/14/2013,"Apple, Inc. lost iPhone trademark in Brazil: c...",https://www.lexology.com/library/detail.aspx?g...
2013-02-14T08:00:00+00:00,2/14/2013,Apple promises fix for iOS 6 passcode exploit ...,https://www.cnet.com/tech/tech-industry/apple-...
2013-02-15T08:00:00+00:00,2/15/2013,Staples to start selling Apple products in U.S...,https://appleinsider.com/articles/13/02/15/sta...
2013-02-15T08:00:00+00:00,2/15/2013,Does a Company Like Apple Need a Genius Like S...,https://www.newyorker.com/news/news-desk/does-...
2013-02-15T08:00:00+00:00,2/15/2013,Now we know why Apple was leaking iWatch rumor...,https://venturebeat.com/2013/02/15/now-we-know...
2013-02-15T08:00:00+00:00,2/15/2013,Supply chain visualization shows how Apple spa...,https://appleinsider.com/articles/13/02/15/sup...
2013-02-15T08:00:00+00:00,2/15/2013,Apple's iPhone 5 and Samsung's Galaxy S III no...,https://appleinsider.com/articles/13/02/15/app...
2013-02-16T08:00:00+00:00,2/16/2013,Mark Gurman: The Freshman Who Breaks All The A...,https://www.businessinsider.com/mark-gurman-th...
2013-02-17T08:00:00+00:00,2/17/2013,"Apple supplier report: 88% are in Asia, 44% in...",https://venturebeat.com/2013/02/17/apple-suppl...
2013-02-17T08:00:00+00:00,2/17/2013,Tired Apple meme: Engineers working on fake pr...,https://www.zdnet.com/article/tired-apple-meme...
2013-02-18T08:00:00+00:00,2/18/2013,China surpasses US as biggest market for Apple...,https://appleinsider.com/articles/13/02/18/chi...
2013-02-19T08:00:00+00:00,2/19/2013,Is Apple losing its cool? - CNN,https://www.cnn.com/2013/02/19/opinion/abell-a...
2013-02-19T08:00:00+00:00,2/19/2013,Apple awarded patent for more accurate haptic ...,https://appleinsider.com/articles/13/02/19/app...
2013-02-19T08:00:00+00:00,2/19/2013,Apple wins design rights to MacBook Pro with R...,https://appleinsider.com/articles/13/02/19/app...
2013-02-19T08:00:00+00:00,2/19/2013,Apple's search for its next billion-dollar pro...,https://money.cnn.com/2013/02/19/technology/mo...
2013-02-19T08:00:00+00:00,2/19/2013,Apple’s Penchant for Sophisticated Simplicity ...,https://techpinions.com/apples-penchant-for-so...
2013-02-19T08:00:00+00:00,2/19/2013,"Apple TV launches in India for Rs. 7,900 - App...",https://appleinsider.com/articles/13/02/19/app...
2013-02-21T08:00:00+00:00,2/21/2013,How Samsung is out-innovating Apple - CNN,https://www.cnn.com/2013/02/18/tech/gaming-gad...
2013-02-21T08:00:00+00:00,2/21/2013,Greenlight pushes Apple to offer 'iPref' prefe...,https://appleinsider.com/articles/13/02/21/gre...
2013-02-21T08:00:00+00:00,2/21/2013,How Will Apple Stay at the Top? It Must Disrup...,https://www.forbes.com/sites/johnkotter/2013/0...
2013-02-21T08:00:00+00:00,2/21/2013,Apple Hit with 'Planned Obsolescence' Lawsuit ...,https://www.macrumors.com/2013/02/21/apple-hit...
2013-02-21T08:00:00+00:00,2/21/2013,David Einhorn is taking his Apple cash fight t...,https://qz.com/55739/david-einhorn-is-taking-h...
2013-02-22T08:00:00+00:00,2/22/2013,'Apple picking' inspires NYPD smartphone and t...,https://www.cnn.com/2013/02/22/tech/mobile/nyp...
2013-02-22T08:00:00+00:00,2/22/2013,FixYa Study Finds Apple Smartphones to be the ...,https://www.macrumors.com/2013/02/22/fixya-stu...
2013-02-22T08:00:00+00:00,2/22/2013,NYPD has special team for hunting stolen Apple...,https://www.theverge.com/2013/2/22/4018190/nyp...
2013-02-24T08:00:00+00:00,2/24/2013,"Finding Ways to Say Thanks, Other Than Apple P...",https://www.nytimes.com/2013/02/25/booming/fin...
2013-02-25T08:00:00+00:00,2/25/2013,Apple takes top spot in British business brand...,https://appleinsider.com/articles/13/02/25/app...
2013-02-26T08:00:00+00:00,2/26/2013,Staples Begins Selling Apple Accessories in U....,https://www.macrumors.com/2013/02/26/staples-b...
2013-02-26T08:00:00+00:00,2/26/2013,Apple settles suit over in-game iTunes purchas...,https://www.cnn.com/2013/02/26/tech/mobile/app...
2013-02-26T08:00:00+00:00,2/26/2013,'Think Different' Campaign Creator Suggests Ap...,https://www.macrumors.com/2013/02/26/think-dif...
2013-02-26T08:00:00+00:00,2/26/2013,Apple settles lawsuit over in-app purchasing b...,https://appleinsider.com/articles/13/02/26/app...
2013-02-27T08:00:00+00:00,2/27/2013,Apple Versus Wall Street: Don’t Pity the Hedgi...,https://www.newyorker.com/news/john-cassidy/ap...
2013-02-27T08:00:00+00:00,2/27/2013,Our Comprehensive Living Archive of Apples - T...,https://www.theatlantic.com/health/archive/201...
2013-02-27T08:00:00+00:00,2/27/2013,Samsung's new Wallet app has numerous similari...,https://appleinsider.com/articles/13/02/27/sam...
2013-02-27T08:00:00+00:00,2/27/2013,Live Blog: Apple Shareholder Meeting - CNBC,https://www.cnbc.com/id/100501280
2013-02-28T08:00:00+00:00,2/28/2013,"iFixit Releases Tablet Repairability List, Put...",https://www.macrumors.com/2013/02/28/ifixit-re...
2013-02-28T08:00:00+00:00,2/28/2013,Apple Has Sold Over 8M iPads Direct To Educati...,https://techcrunch.com/2013/02/28/apple-has-so...
2013-02-28T08:00:00+00:00,2/28/2013,Thunderbolt Display stock-outs continue as App...,https://appleinsider.com/articles/13/02/28/thu...
2013-02-28T08:00:00+00:00,2/28/2013,What Apple's and Google's Headquarters Plans R...,https://www.macrumors.com/2013/02/28/what-appl...
2013-02-28T08:00:00+00:00,2/28/2013,Apple erasing iCloud emails containing phrase ...,https://www.theverge.com/2013/2/28/4032718/app...
2013-02-28T08:00:00+00:00,2/28/2013,"Apple expected to sell 55M iPad minis, 33M iPa...",https://appleinsider.com/articles/13/02/28/app...
2013-03-01T08:00:00+00:00,3/1/2013,Why does Apple's Lightning to HDMI adapter hav...,https://www.theverge.com/2013/3/1/4055758/why-...
2013-03-03T08:00:00+00:00,3/3/2013,First look: Apple's new Campus 2 construction ...,https://appleinsider.com/articles/13/03/03/her...
2013-03-03T08:00:00+00:00,3/3/2013,12 things Apple needs to do next - TechRadar,https://www.techradar.com/news/computing/apple...
2013-03-04T08:00:00+00:00,3/4/2013,Apple's watch will run iOS and arrive later th...,https://www.theverge.com/2013/3/4/4062448/appl...
2013-03-04T08:00:00+00:00,3/4/2013,"Apple considered calling iPhone the ‘Telepod’,...",https://9to5mac.com/2013/03/04/apple-considere...
2013-03-04T08:00:00+00:00,3/4/2013,"Apple’s iPad Needs A Kid Mode. Like, Yesterday...",https://techcrunch.com/2013/03/04/apples-ipad-...
2013-03-04T08:00:00+00:00,3/4/2013,Apple executives and a long history with watch...,https://9to5mac.com/2013/03/04/apple-executive...
2013-03-05T08:00:00+00:00,3/5/2013,"Apple Considered Mobi, TelePod as Alternative ...",https://www.pcmag.com/news/apple-considered-mo...
2013-03-05T08:00:00+00:00,3/5/2013,Ferrari in talks with Apple to broaden in-car ...,https://9to5mac.com/2013/03/05/ferrari-in-talk...
2013-03-05T08:00:00+00:00,3/5/2013,Apple to announce 'iPhone 5S' in June alongsid...,https://appleinsider.com/articles/13/03/05/app...
2013-03-06T08:00:00+00:00,3/6/2013,Apple Launches iBookstore in Japan - Apple,https://www.apple.com/newsroom/2013/03/06Apple...
2013-03-06T08:00:00+00:00,3/6/2013,Kids Love The Apple Store So Much They Pee On ...,https://techcrunch.com/2013/03/06/kids-love-ap...
2013-03-06T08:00:00+00:00,3/6/2013,Apple seeks dismissal of iPhone App Store mono...,https://appleinsider.com/articles/13/03/06/app...
2013-03-07T08:00:00+00:00,3/7/2013,Another Top-Tier Apple Fanboy - Andy Ihnatko -...,https://readwrite.com/2013/03/07/andy-ihnatko-...
2013-03-07T08:00:00+00:00,3/7/2013,"Apple's Braeburn Capital leaves Reno office, d...",https://appleinsider.com/articles/13/03/07/app...
2013-03-08T08:00:00+00:00,3/8/2013,"Taxpayers Helped Apple, but Apple Won't Help T...",https://hbr.org/2013/03/taxpayers-helped-apple...
2013-03-08T08:00:00+00:00,3/8/2013,6 ways to watch your own videos from your iPho...,https://gigaom.com/2013/03/08/6-ways-to-watch-...
2013-03-08T08:00:00+00:00,3/8/2013,Apple finally fixes App Store flaw by turning ...,https://www.cnet.com/news/apple-finally-fixes-...
2013-03-08T08:00:00+00:00,3/8/2013,Apple's Ebay Store Is Selling Refurbed Macs Fo...,https://www.cultofmac.com/219060/apples-ebay-s...
2013-03-09T08:00:00+00:00,3/9/2013,First Look: Apple's iCloud data center site in...,https://appleinsider.com/articles/13/03/09/fir...
2013-03-09T08:00:00+00:00,3/9/2013,Why Hasn't Apple Made A TV? - Business Insider,https://www.businessinsider.com/why-hasnt-appl...
